date,equity,equity_no_filter,position,vix,vix_filter,peak,drawdown,peak_no_filter,drawdown_no_filter
2017-02-01 14:45:00,1892982.500000014,1538542.5000000014,77.0,11.81000042,True,2611005.000000003,27.49985158971308,2917465.0000000005,47.26440591403835
2017-02-02 14:45:00,1897735.0000000142,1542357.5000000028,81.0,11.93000031,True,2611005.000000003,27.317833554512067,2917465.0000000005,47.13364170607008
2017-02-03 14:45:00,1961477.5000000154,1594302.5000000014,84.0,10.97000027,True,2611005.000000003,24.876532216521483,2917465.0000000005,45.35315762142815
2017-02-06 14:45:00,1944527.5000000156,1580582.5000000016,74.0,11.36999989,True,2611005.000000003,25.52570753407161,2917465.0000000005,45.82342890146064
2017-02-07 14:45:00,1943587.5000000158,1579817.5000000014,75.0,11.28999996,True,2611005.000000003,25.561708997109783,2917465.0000000005,45.849650295719016
2017-02-08 14:45:00,1953870.0000000154,1588190.000000001,77.0,11.44999981,True,2611005.000000003,25.167895120843763,2917465.0000000005,45.56267170300241
2017-02-09 14:45:00,2005770.0000000158,1629980.0000000007,82.0,10.88000011,True,2611005.000000003,23.180154767991112,2917465.0000000005,44.13026377351569
2017-02-10 14:45:00,2041630.0000000156,1658855.0000000007,81.0,10.85000038,True,2611005.000000003,21.806737252513365,2917465.0000000005,43.14053467650853
2017-02-13 14:45:00,2093207.5000000156,1700870.0000000007,77.0,11.06999969,True,2611005.000000003,19.831348465437127,2917465.0000000005,41.70041457223992
2017-02-14 14:45:00,2131587.5000000154,1731780.0000000007,69.0,10.73999977,True,2611005.000000003,18.36141638947405,2917465.0000000005,40.640933138872256
2017-02-15 14:45:00,2170340.0000000154,1763235.0000000007,65.0,11.97000027,True,2611005.000000003,16.877217776296366,2917465.0000000005,39.56277110436628
2017-02-16 14:45:00,2167075.0000000144,1760570.000000001,66.0,11.76000023,True,2611005.000000003,17.002265411210928,2917465.0000000005,39.65411753011602
2017-02-17 14:45:00,2175280.0000000144,1767290.0000000014,69.0,11.48999977,True,2611005.000000003,16.688018598202145,2917465.0000000005,39.423780576630705
2017-02-21 14:45:00,2224427.500000015,1807175.0000000016,70.0,11.56999969,True,2611005.000000003,14.805697423022457,2917465.0000000005,38.05666906029717
2017-02-22 14:45:00,2217412.5000000154,1801475.0000000016,71.0,11.73999977,True,2611005.000000003,15.07436791580204,2917465.0000000005,38.252044154771305
2017-02-23 14:45:00,2222677.500000015,1805690.0000000014,75.0,11.71000004,True,2611005.000000003,14.872721423359492,2917465.0000000005,38.10756941385754
2017-02-24 14:45:00,2234865.000000015,1815602.5000000014,75.0,11.47000027,True,2611005.000000003,14.405947135297998,2917465.0000000005,37.76780526930054
2017-02-27 14:45:00,2247945.0000000144,1826232.5000000014,78.0,12.09000015,True,2611005.000000003,13.904990607064635,2917465.0000000005,37.40344785627244
2017-02-28 14:45:00,2223540.000000015,1806217.500000001,80.0,12.92000008,True,2611005.000000003,14.839688166050525,2917465.0000000005,38.08948864853561
2017-03-01 14:45:00,2352330.000000014,1910865.0000000014,94.0,12.53999996,True,2611005.000000003,9.90710473553243,2917465.0000000005,34.502556157486
2017-03-02 14:45:00,2285265.000000014,1856640.0000000014,88.0,11.81000042,True,2611005.000000003,12.475655925591427,2917465.0000000005,36.36119027991763
