final_equity,total_return_pct,cagr_pct,max_dd_pct,sharpe_ratio,total_trades,win_rate_pct,profit_factor,long_bias,low_vol_offset,low_vol_days,high_vol_offset,high_vol_days,low_vol_bars,high_vol_bars
208358174.99999893,13790.54499999993,37.53823862731134,80.85178607528269,0.7917044750848076,3895,37.30423620025674,1.3944250762337793,4,4,9,1,5,2791,1208
208051500.00000024,13770.100000000017,37.52515178561491,81.4468145343406,0.7916598667906116,3921,36.03672532517215,1.4106421430318075,4,5,9,1,5,2791,1208
202542777.49999973,13402.851833333316,37.28695043186314,80.89792128198404,0.7892969174676872,3916,36.54239019407559,1.385162539470336,4,4,8,1,5,2791,1208
197586545.00000054,13072.436333333368,37.067402331557716,81.66030908013991,0.7873236921355669,3930,36.0559796437659,1.4083305331027554,4,5,8,1,5,2791,1208
195384154.99999967,12925.61033333331,36.96818444644316,87.91775618429978,0.7939668662280176,3907,36.57537752751472,1.3219583823681322,5,4,9,1,5,2791,1208
195314840.00000045,12920.989333333364,36.96504484823955,80.6207168882787,0.7862507594447021,3901,37.221225326839274,1.4054443074693526,4,3,9,1,5,2791,1208
194564985.0000002,12870.999000000014,36.93101364836933,80.58230151838511,0.785837311950813,3938,34.865413915693246,1.3257200527882549,4,4,6,1,5,2791,1208
193174712.5000005,12778.3141666667,36.867592052276834,88.2971214477433,0.7934026647039664,3916,35.72522982635342,1.3349015114719314,5,5,9,1,5,2791,1208
188295875.00000077,12453.058333333385,36.64159893172281,87.95618859257395,0.7913694539130316,3912,36.70756646216769,1.314273511923252,5,4,8,1,5,2791,1208
186304477.499999,12320.298499999933,36.54777749623859,82.00598434376904,0.7823768286863602,3945,33.460076045627375,1.3505607473183385,4,5,6,1,5,2791,1208
186142380.0000003,12309.49200000002,36.540099306013786,80.63008531932924,0.7821717943301423,3908,36.949846468781985,1.4019793147406476,4,3,8,1,5,2791,1208
186130117.50000015,12308.67450000001,36.53951820481658,81.0169739355125,0.7822769767501404,3904,37.14139344262295,1.3705703173295127,4,4,10,1,5,2791,1208
185162479.9999995,12244.1653333333,36.49355005274821,88.43845014231165,0.7905672198723361,3932,35.656154628687695,1.3353096830348803,5,5,8,1,5,2791,1208
183082517.50000057,12105.501166666705,36.3939748160538,81.54224302529366,0.7809560915069779,3892,36.8191161356629,1.3815049644215707,4,5,10,1,5,2791,1208
181410237.49999738,11994.015833333158,36.313146407963856,87.7677566106723,0.7893201025038449,3933,34.27409102466311,1.2627084878397201,5,4,6,1,5,2791,1208
179764132.49999833,11884.275499999889,36.23289957395204,80.7652764018276,0.7790284712385399,3921,35.88370313695486,1.327293571478821,4,4,7,1,5,2791,1208
179056907.5000005,11837.1271666667,36.19821140451735,87.76978029650377,0.7878577113292979,3899,36.753013593229035,1.3298136527046,5,3,9,1,5,2791,1208
177380035.0000001,11725.335666666673,36.11544875837473,80.78436927258728,0.7782045529528749,3900,37.641025641025635,1.3860068687358316,4,3,10,1,5,2791,1208
174289442.50000015,11519.296166666676,35.96097541990453,80.21506955418857,0.7766696740181325,3927,35.80341227400051,1.354622037925011,4,3,6,1,5,2791,1208
173967809.99999985,11497.85399999999,35.944752737967576,88.68615886189166,0.7872070861811814,3952,33.14777327935223,1.284849262822559,5,5,6,1,5,2791,1208
173721542.4999995,11481.436166666634,35.93231238300005,88.02353191654129,0.7859043136611402,3903,36.40789136561619,1.3033665712374223,5,4,10,1,5,2791,1208
171193317.50000125,11312.887833333418,35.80363474746846,87.77979747513135,0.7847192532644203,3917,36.456471789634925,1.3264986179774252,5,3,8,1,5,2791,1208
170049297.500001,11236.619833333401,35.74482304747841,88.34939873212593,0.7846217554398797,3909,36.07060629316961,1.3133629676512122,5,5,10,1,5,2791,1208
168588355.00000152,11139.223666666769,35.66917857017056,81.76483568513638,0.773768309922576,3932,35.274669379450664,1.3275406264331195,4,5,7,1,5,2791,1208
