final_equity,total_return_pct,cagr_pct,max_dd_pct,sharpe_ratio,total_trades,win_rate_pct,profit_factor,low_vol_bias,high_vol_bias,low_vol_offset,low_vol_days,high_vol_offset,high_vol_days,low_vol_bars,high_vol_bars
85269262.50000091,5584.61750000006,29.82454412787503,82.63154722831794,0.707257252688963,3921,36.164243815353224,1.208584814874735,5,2,5,9,1,4,2791,1208
84083512.49999999,5505.567499999998,29.707150992164344,69.86843173136059,0.7445231353644193,3908,34.67246673490276,1.3270073290609943,3,2,4,6,1,5,2791,1208
83594780.00000066,5472.985333333377,29.658313633619905,68.9799678783263,0.7462360789365823,3873,36.81900335657113,1.4035952307023543,3,2,3,9,1,5,2791,1208
83565512.49999973,5471.034166666649,29.655380563957536,81.26878282942805,0.7052338521054244,3910,36.85421994884911,1.1939227397039982,5,2,4,8,1,4,2791,1208
82729362.50000006,5415.290833333337,29.57117653299648,76.43647198548118,0.7058327123094952,3891,36.9313801079414,1.2175472777177698,4,2,4,9,1,4,2791,1208
82619387.49999936,5407.959166666624,29.56004237774057,78.73921240430613,0.7057310624189403,3908,36.131013306038895,1.2286526500745252,4,2,5,9,1,4,2791,1208
82125029.99999955,5375.00199999997,29.509820490318695,83.74043500251352,0.7040066918060031,3926,36.19460010188487,1.208043126077292,5,2,5,8,1,4,2791,1208
80944265.00000136,5296.284333333423,29.388712487426318,79.64938657615416,0.7026225068622234,3927,35.166793990323406,1.1670592264251036,5,2,4,6,1,4,2791,1208
80607107.49999976,5273.807166666651,29.353827782401765,68.15145326207711,0.7419266711386631,3880,37.21649484536083,1.3725540857233645,3,2,4,10,1,5,2791,1208
80556330.00000007,5270.422000000005,29.348562160581814,69.01803942192387,0.7417369686875339,3879,36.42691415313225,1.3963021526881199,3,2,3,8,1,5,2791,1208
80075047.49999996,5238.336499999997,29.298498460406684,71.1066445373725,0.737131426674395,3918,32.79734558448188,1.3549582631750747,3,2,5,6,1,5,2791,1208
79888164.99999946,5225.877666666631,29.278982773952688,77.07375119969112,0.7023760919355999,3914,36.66326009197752,1.2123475735921452,4,2,4,8,1,4,2791,1208
79534952.49999988,5202.330166666659,29.241980734886887,80.04825435538415,0.7020205830664624,3919,36.23373309517734,1.2273252955950067,4,2,5,8,1,4,2791,1208
79344424.99999966,5189.62833333331,29.221957477928882,68.47483729394317,0.7397499858757417,3880,36.64948453608247,1.3785020197079132,3,2,5,10,1,5,2791,1208
78848067.49999973,5156.537833333316,29.169581415694367,81.34112783105785,0.7000906920481649,3889,36.513242478786324,1.2008599944000322,5,2,3,9,1,4,2791,1208
77881917.49999991,5092.1278333333275,29.066741978576328,69.71169901883513,0.7362182546585533,3908,35.56806550665302,1.3253888977931871,3,2,4,7,1,5,2791,1208
77053317.4999992,5036.88783333328,28.977588643203834,76.17683724839979,0.6985975674360598,3928,35.10692464358452,1.184780266466569,4,2,4,6,1,4,2791,1208
76938317.50000013,5029.221166666676,28.965144399591946,68.16357405286456,0.7363928012678163,3861,37.58093758093758,1.3843275915922277,3,2,3,10,1,5,2791,1208
76468602.50000009,4997.90683333334,28.914134825827897,83.88151811120586,0.6981418068567734,3943,34.00963733198073,1.1872670363975422,5,2,5,6,1,4,2791,1208
76333805.00000001,4988.920333333334,28.899442114227657,81.49851564635992,0.6973624979675803,3899,36.08617594254937,1.1865203527968344,5,2,4,10,1,4,2791,1208
76176025.0000002,4978.401666666679,28.88221348620914,78.488955258561,0.7029448801923203,3878,35.53378029912326,1.483138682941475,5,2,5,9,2,5,2791,1208
76034742.50000034,4968.982833333356,28.866757935761278,77.18788849132365,0.6975728530192451,3885,36.88545688545688,1.2196442518995494,4,2,3,9,1,4,2791,1208
75809047.49999993,4953.936499999994,28.842012287448625,78.17104062798353,0.7023423778401076,3859,36.27882871210158,1.4645360915781789,5,2,4,9,2,5,2791,1208
75696942.50000067,4946.462833333378,28.829695245786823,81.88336675133723,0.6964308583794071,3901,36.73417072545501,1.1983797451591274,5,2,3,8,1,4,2791,1208
74897605.00000016,4893.173666666678,28.741373733105302,83.17285991629552,0.6958907060816776,3904,36.01434426229508,1.1948705422418078,5,2,5,10,1,4,2791,1208
74887867.5000001,4892.524500000007,28.74029237757696,69.45321457126934,0.731480760356067,3916,35.163432073544435,1.351417554973727,3,2,3,6,1,5,2791,1208
74809894.99999975,4887.326333333316,28.73162873595234,77.81051047450762,0.6959693600142287,3904,36.834016393442624,1.2179576234809246,4,2,3,8,1,4,2791,1208
74438507.50000003,4862.5671666666685,28.69024703376113,80.23128850067444,0.6953371736169317,3936,33.53658536585366,1.205679957286808,4,2,5,6,1,4,2791,1208
74080507.50000052,4838.700500000035,28.650173814975098,80.56848564022548,0.6943787578094032,3925,35.898089171974526,1.16543891794614,5,2,4,7,1,4,2791,1208
73648559.99999991,4809.903999999994,28.60158134176267,75.26018693458003,0.704031449010499,3863,36.474242816463885,1.5198435661239749,4,2,4,9,2,5,2791,1208
73481302.49999994,4798.753499999996,28.58269387181562,78.35111188325237,0.6993893525669215,3876,36.45510835913313,1.4484918465687704,5,2,4,8,2,5,2791,1208
73467007.49999934,4797.800499999957,28.58107775120642,77.36202235061182,0.6943110107134534,3891,36.90567977383706,1.205020749372679,4,2,4,10,1,4,2791,1208
73208757.49999963,4780.583833333309,28.55183053782435,75.32426682277463,0.7034233042923022,3891,35.64636340272423,1.5370543516671522,4,2,5,9,2,5,2791,1208
73013170.00000049,4767.544666666699,28.529615656372865,79.39845739719166,0.6937606074314868,3891,36.700077101002314,1.2132535780736804,4,2,5,10,1,4,2791,1208
72957185.00000034,4763.812333333356,28.523246617490152,69.430780202904,0.7288435555946343,3897,35.976392096484474,1.3442526981336953,3,2,3,7,1,5,2791,1208
72898747.49999997,4759.9164999999975,28.516593695783943,70.63780618715425,0.7271214067801893,3923,35.075197552893194,1.3266052467309728,3,2,5,7,1,5,2791,1208
72397912.49999861,4726.527499999908,28.459369766858124,81.91872083890853,0.6926551312955018,3881,36.12471012625612,1.1906328542805364,5,2,3,10,1,4,2791,1208
72346972.50000037,4723.131500000025,28.453528782294278,78.54819701042055,0.6981979365442648,3902,35.674013326499235,1.4769899514234632,5,2,5,8,2,5,2791,1208
72132250.0,4708.816666666667,28.42886547951555,78.06122406068438,0.6977429858701615,3901,34.837221225326836,1.384589762939824,5,2,4,6,2,5,2791,1208
71146105.00000067,4643.073666666712,28.314706253667854,78.05279805306792,0.6907042344939874,3916,35.674157303370784,1.1816456679498248,4,2,4,7,1,4,2791,1208
70781897.50000066,4618.79316666671,28.272169866567488,80.98649295097182,0.6908106575694634,3922,35.84905660377358,1.1747676591199923,5,2,3,6,1,4,2791,1208
70500212.50000024,4600.014166666683,28.23913077929301,75.44664086562722,0.6994841358244407,3881,36.15047668126771,1.5018801943243296,4,2,4,8,2,5,2791,1208
69977070.00000006,4565.138000000004,28.1774419663696,77.881054838586,0.6895297198185425,3875,37.18709677419355,1.2095406494584906,4,2,3,10,1,4,2791,1208
69923285.0000001,4561.55233333334,28.171075219197927,78.18445851319568,0.6947982990560493,3858,36.054950751684814,1.4745009832895402,5,2,3,9,2,5,2791,1208
69877027.50000018,4558.468500000012,28.165595867363802,75.56482288523819,0.6985453628273163,3896,35.62628336755647,1.530325915002002,4,2,5,8,2,5,2791,1208
69225032.4999997,4515.002166666647,28.088001846210673,83.79912066169784,0.6887890822512427,3926,35.277636271013755,1.170903804684213,5,2,5,7,1,4,2791,1208
68901642.49999957,4493.442833333304,28.04926118755442,77.22797104166393,0.6878461665315793,3915,35.913154533844185,1.1926799525707983,4,2,3,6,1,4,2791,1208
68706592.49999993,4480.439499999995,28.025812769779247,78.96104521789967,0.6936866343884441,3940,33.47715736040609,1.4237527658230145,5,2,5,6,2,5,2791,1208
68623415.00000001,4474.8943333333345,28.01579443746556,74.29743524359196,0.6924271907336687,3896,36.7299794661191,1.2268954835604065,3,2,4,9,1,4,2791,1208
68522037.50000046,4468.135833333364,28.00356863221005,77.7177336274405,0.6985727591236107,3934,33.60447381799695,1.187522762335256,5,2,4,5,1,5,2791,1208
68473820.00000012,4464.921333333341,27.997747815995467,75.06470489944076,0.6959572170598828,3910,34.85933503836317,1.435215977468241,4,2,4,6,2,5,2791,1208
68223482.50000024,4448.232166666683,27.96746530991787,74.21124023385396,0.6917411074086242,3896,35.85728952772074,1.2361921898385153,3,2,5,9,1,4,2791,1208
68190360.00000027,4446.024000000018,27.96345080639955,81.46922139211026,0.687101498372565,3918,36.11536498213374,1.1710970142695996,5,2,3,7,1,4,2791,1208
68182620.00000001,4445.508000000001,27.96251244227912,75.07737012344305,0.6960806356241398,3859,36.408395957501945,1.5296073213709407,4,2,3,9,2,5,2791,1208
68012284.99999979,4434.152333333319,27.9418364985081,78.30879532290751,0.6922104339054777,3865,36.19663648124192,1.4660583411753456,5,2,3,8,2,5,2791,1208
67199582.49999979,4379.972166666653,27.84251565895197,78.21220005878041,0.6912541033690913,3851,35.86081537263048,1.4405013455629154,5,2,4,10,2,5,2791,1208
66931687.500000104,4362.1125000000075,27.809529721224546,74.66437801344354,0.7023517180165713,3936,33.511178861788615,1.2108689339991519,4,2,4,5,1,5,2791,1208
66911815.00000026,4360.787666666684,27.807077900569666,80.06128034582481,0.684803544113961,3924,35.44852191641182,1.1869116621935951,4,2,5,7,1,4,2791,1208
66529027.500000186,4335.268500000012,27.759717103633164,78.17120263074194,0.6905147339319399,3882,35.34260690365791,1.4532791704725232,5,2,5,10,2,5,2791,1208
66228927.500000276,4315.261833333351,27.722408317836322,76.85980593654472,0.6957117438644823,3927,35.243188184364655,1.219505819103038,5,2,3,5,1,5,2791,1208
66219085.00000008,4314.605666666673,27.7211820102784,74.32218446617492,0.6885820692862167,3897,36.18167821401077,1.2221584352752477,3,2,4,8,1,4,2791,1208
65906414.9999997,4293.76099999998,27.6821364796197,78.47060495279726,0.683302143574761,3902,36.23782675550999,1.189266529798646,4,2,3,7,1,4,2791,1208
65664657.50000021,4277.643833333347,27.651827380227466,75.90525168820463,0.691564581176186,3927,33.12961548255666,1.4724885940261097,4,2,5,6,2,5,2791,1208
65626782.500000246,4275.118833333349,27.647069542817103,78.19833861436997,0.6885977903960191,3899,35.419338291869714,1.3852540052434346,5,2,4,7,2,5,2791,1208
65539770.00000001,4269.318,27.63612934295232,76.0138301620475,0.6873244159796418,3911,35.66862694962925,1.237346694080382,3,2,5,8,1,4,2791,1208
65374037.49999992,4258.2691666666615,27.615253934608354,75.21324847930761,0.6918685610458581,3857,36.47912885662432,1.4910784094255338,4,2,4,10,2,5,2791,1208
65148009.99999997,4243.200666666665,27.58670392528606,75.36339890903055,0.691358517149539,3861,36.33773633773634,1.5198236470919666,4,2,3,8,2,5,2791,1208
65103277.50000017,4240.218500000012,27.581042688008004,75.1286724197296,0.6914627058003726,3872,36.311983471074385,1.5022442116258279,4,2,5,10,2,5,2791,1208
64973860.00000005,4231.59066666667,27.564643406380274,73.70908931563983,0.6999695083901984,3936,35.238821138211385,1.2515122785750405,4,2,3,5,1,5,2791,1208
64211902.5000003,4180.79350000002,27.467467099048836,78.15783395397469,0.687052758232337,3859,35.65690593417984,1.4507065216628356,5,2,3,10,2,5,2791,1208
63618885.00000037,4141.2590000000255,27.391087252820824,74.97685307110059,0.6843485282239254,3882,37.09428129829985,1.2315246163455258,3,2,3,9,1,4,2791,1208
63332562.50000006,4122.170833333337,27.353970605731547,75.11929585392099,0.683148474965627,3902,34.75140953357253,1.19477142263802,3,2,4,6,1,4,2791,1208
63148812.50000004,4109.920833333335,27.330067891559672,78.08287273003259,0.6855190412824546,3905,35.364916773367476,1.4049381847811075,5,2,3,6,2,5,2791,1208
63063012.500000246,4104.20083333335,27.318884497749018,65.43389062123141,0.730456672546963,3852,36.11111111111111,1.3939990625066434,2,2,4,9,1,5,2791,1208
62867282.50000009,4091.152166666673,27.293319182288634,75.18103174962624,0.6871797270739058,3881,35.24864725586189,1.4316224805750868,4,2,4,7,2,5,2791,1208
62758925.000000134,4083.928333333342,27.2791340085641,66.43575490529923,0.7293898776600138,3855,35.40856031128405,1.4062983039091967,2,2,5,9,1,5,2791,1208
62365732.50000008,4057.7155000000052,27.22746772587381,75.14203519477974,0.6869971403076929,3839,36.83250846574629,1.507062734466091,4,2,3,10,2,5,2791,1208
61874659.999999896,4024.9773333333264,27.16251020132152,78.53093367119965,0.683546185716983,3907,35.11645764013309,1.3963725400450122,5,2,5,7,2,5,2791,1208
61625127.500000134,4008.341833333342,27.12931782724175,74.87948027606342,0.6853671015555162,3912,35.60838445807771,1.4597048619605077,4,2,3,6,2,5,2791,1208
61453452.50000045,3996.8968333333632,27.10640884179969,75.03113613439821,0.6806825237381275,3888,36.831275720164605,1.2277471478058888,3,2,3,8,1,4,2791,1208
61355399.99999982,3990.3599999999883,27.093297457385688,65.66498205183117,0.7266049094823652,3863,35.43877815169557,1.3835404948341292,2,2,4,8,1,5,2791,1208
60838119.99999959,3955.8746666666393,27.023801682645843,76.37974700905927,0.6786388226868989,3913,33.09481216457961,1.214341882816956,3,2,5,6,1,4,2791,1208
60692272.50000029,3946.151500000019,27.004107400907728,75.86314996476459,0.6794123426634684,3889,37.361789663152486,1.2133856446967812,3,2,4,10,1,4,2791,1208
60580934.99999999,3938.7289999999994,26.989043302479487,71.88594985193082,0.69236742935307,3849,36.08729540140296,1.5525450160284278,3,2,4,9,2,5,2791,1208
60447732.499999925,3929.848833333328,26.97098678115115,72.45379686171034,0.6919790414009787,3872,35.33057851239669,1.5630559889268782,3,2,5,9,2,5,2791,1208
