final_equity,total_return_pct,cagr_pct,max_dd_pct,sharpe_ratio,total_trades,win_rate_pct,profit_factor,long_bias,low_vol_offset,low_vol_days,high_vol_offset,high_vol_days,low_vol_bars,high_vol_bars
238254150.00000042,15783.610000000028,38.734736861705834,80.57620928159812,0.8020937927474696,3901,36.990515252499364,1.4461593462475588,4,4,9,1,5,2822,1177
234335394.99999958,15522.35966666664,38.586177181828816,81.36420210847733,0.8006252226589406,3920,36.147959183673464,1.459370091094204,4,5,9,1,5,2822,1177
229334144.9999996,15188.942999999976,38.3931677327277,80.45893334266255,0.7987667054268048,3912,36.60531697341513,1.4100624289725507,4,4,8,1,5,2822,1177
224935507.4999993,14895.700499999955,38.22013214246878,82.06577316067539,0.7969494778721602,3930,35.80152671755725,1.4288137934187863,4,5,8,1,5,2822,1177
223111402.50000066,14774.093500000043,38.14744455681094,87.68312525660664,0.8010875688557919,3916,36.36363636363637,1.3719771969138919,5,4,9,1,5,2822,1177
222027942.50000063,14701.862833333375,38.10400686506075,88.17817354586242,0.8005606213830646,3917,35.28210365075313,1.3908975455228112,5,5,9,1,5,2822,1177
221391029.99999982,14659.40199999999,38.078379367973916,80.755159774226,0.7958525731609035,3902,36.92977960020502,1.4860262569447524,4,3,9,1,5,2822,1177
220821602.49999997,14621.440166666665,38.055408812416694,87.60362854736033,0.8005297192766428,3912,36.52862985685071,1.3405020361889908,5,4,8,1,5,2822,1177
215949015.00000098,14296.601000000066,37.85655261993015,80.69454505646732,0.7936780952652569,3911,36.793658910764506,1.4614458194911304,4,3,8,1,5,2822,1177
215268160.0000007,14251.210666666713,37.82843254519845,88.86111202825627,0.7985264151051322,3925,35.56687898089172,1.3620704025178632,5,5,8,1,5,2822,1177
213743864.9999987,14149.590999999913,37.76517462116211,84.33292253101496,0.7811237356067156,3913,37.362637362637365,1.2864895136882495,4,4,9,1,4,2822,1177
211063210.00000077,13970.880666666719,37.65289736940704,87.78698310373385,0.7971136332283395,3903,36.3822700486805,1.4028321456874149,5,3,9,1,5,2822,1177
210129027.49999887,13908.60183333326,37.61345621440073,86.44674650876793,0.7796925827909043,3929,36.57419190633749,1.2986978340924697,4,5,9,1,4,2822,1177
209579287.50000057,13871.952500000038,37.59016948052354,89.80720942830591,0.7931362831595353,3922,37.07292197858236,1.2426102735668005,5,4,9,1,4,2822,1177
