date,equity,drawdown,position,daily_ret
2010-01-14 07:15:00,1498770.0,0.082,82,
2010-01-15 07:15:00,1490525.0,0.6316666666666667,79,-0.0055011776323251604
2010-01-18 07:15:00,1469682.5,2.021166666666667,72,-0.013983328022005637
2010-01-19 07:15:00,1452522.5,3.165166666666667,68,-0.011675991243006556
2010-01-20 07:15:00,1484792.5,1.0138333333333334,66,0.022216523324079418
2010-01-21 07:15:00,1469042.4999999998,2.0638333333333487,71,-0.010607542804802805
2010-01-22 07:15:00,1377404.9999999998,8.173000000000014,86,-0.06237906663694215
2010-01-25 07:15:00,1329984.9999999998,11.33433333333335,78,-0.03442705667541501
2010-01-26 07:15:00,1290864.999999999,13.942333333333396,86,-0.02941386556991299
2010-01-27 07:15:00,1291879.999999999,13.87466666666673,90,0.0007862944614658307
2010-01-28 07:15:00,1341379.999999999,10.57466666666673,90,0.03831625228349389
2010-01-29 07:15:00,1265614.9999999993,15.625666666666712,64,-0.05648287584427969
2010-02-01 07:15:00,1244649.9999999993,17.02333333333338,75,-0.016565069156102008
2010-02-02 07:15:00,1288607.4999999995,14.092833333333365,68,0.035317157433816915
2010-02-03 07:15:00,1308067.4999999995,12.795500000000033,62,0.015101572821825116
2010-02-04 07:15:00,1293297.4999999995,13.780166666666698,59,-0.011291466227851377
2010-02-05 07:15:00,1196594.9999999995,20.227000000000032,65,-0.07477204587498243
2010-02-08 07:15:00,1211882.4999999995,19.207833333333365,55,0.012775834764477523
2010-02-09 07:15:00,1222837.4999999995,18.47750000000003,52,0.00903965524710526
2010-02-10 07:15:00,1227917.4999999998,18.13883333333335,60,0.004154272337902887
2010-02-11 07:15:00,1224152.4999999998,18.38983333333335,59,-0.003066166904535539
2010-02-12 07:15:00,1231422.4999999998,17.905166666666684,66,0.005938802559321665
2010-02-15 07:15:00,1260012.4999999998,15.999166666666682,85,0.02321705182421141
2010-02-16 07:15:00,1287517.4999999993,14.165500000000048,93,0.02182914852035167
2010-02-17 07:15:00,1354897.4999999993,9.673500000000047,90,0.052333269256534365
2010-02-18 07:15:00,1354897.4999999993,9.673500000000047,90,0.0
2010-02-19 07:15:00,1357102.499999999,9.526500000000063,93,0.0016274293811890939
2010-02-22 07:15:00,1411559.999999999,5.896000000000062,81,0.04012777222059505
2010-02-23 07:15:00,1383164.999999999,7.789000000000063,78,-0.020116041826064746
2010-02-24 07:15:00,1361714.999999999,9.219000000000062,78,-0.015507911203652469
2010-02-25 07:15:00,1352909.9999999993,9.806000000000047,76,-0.006466110750046661
2010-02-26 07:15:00,1381259.999999999,7.916000000000062,66,0.02095483069827253
2010-03-01 07:15:00,1389464.9999999995,7.369000000000031,69,0.005940228487034016
2010-03-02 07:15:00,1441957.4999999995,3.8695000000000315,61,0.037778929300126274
2010-03-03 07:15:00,1433569.9999999995,4.428666666666698,61,-0.005816745639174559
2010-03-04 07:15:00,1432762.4999999993,4.482500000000047,64,-0.0005632790864765758
2010-03-05 07:15:00,1459042.4999999995,2.7305000000000312,72,0.018342188604182574
2010-03-08 07:15:00,1497487.4999999988,0.16750000000007761,89,0.026349472342306113
2010-03-09 07:15:00,1478529.9999999984,1.431333333333442,92,-0.01265953805958342
2010-03-10 07:15:00,1516464.9999999981,0.0,93,0.025657240637660284
2010-03-11 07:15:00,1530399.9999999981,0.0,92,0.009189133939787597
2010-03-12 07:15:00,1549814.9999999981,0.0,83,0.012686225823314246
2010-03-15 07:15:00,1530989.9999999981,1.2146611047124996,73,-0.012146611047125
2010-03-16 07:15:00,1541789.9999999988,0.5178037378654428,83,0.007054259008877128
